path,name,cisagov
/US FEDERAL GOVERNMENT/[cisagov] Executive Office of the President/[cisagov] United States Digital Service,[cisagov] United States Digital Service,"{'name': 'United States Digital Service', 'records': [{'domain_name': 'USDIGITALSERVICE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Executive Office of the President', 'organization': 'United States Digital Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@usds.gov'}, {'domain_name': 'USDS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Executive Office of the President', 'organization': 'United States Digital Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@usds.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Executive Office of the President/[cisagov] United States Trade Representative,[cisagov] United States Trade Representative,"{'name': 'United States Trade Representative', 'records': [{'domain_name': 'USTR.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Executive Office of the President', 'organization': 'United States Trade Representative', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Executive Office of the President/[cisagov] White House,[cisagov] White House,"{'name': 'White House', 'records': [{'domain_name': 'WHITEHOUSE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Executive Office of the President', 'organization': 'White House', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Communications Commission,[cisagov] Federal Communications Commission,"{'name': 'Federal Communications Commission', 'records': [{'domain_name': 'BROADBANDMAP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Communications Commission', 'organization': 'Federal Communications Commission', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'nsoc-monitor@fcc.gov'}, {'domain_name': 'FCC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Communications Commission', 'organization': 'Federal Communications Commission', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'nsoc-monitor@fcc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Communications Commission/[cisagov] Office of the Managing Director,[cisagov] Office of the Managing Director,"{'name': 'Office of the Managing Director', 'records': [{'domain_name': 'ACPBENEFIT.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Communications Commission', 'organization': 'Office of the Managing Director', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'nsoc-monitor@fcc.gov'}, {'domain_name': 'AFFORDABLECONNECTIVITY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Communications Commission', 'organization': 'Office of the Managing Director', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'nsoc-monitor@fcc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Deposit Insurance Corporation,[cisagov] Federal Deposit Insurance Corporation,"{'name': 'Federal Deposit Insurance Corporation', 'records': [{'domain_name': 'ECONOMICINCLUSION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Corporation', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'NetworkOps@fdic.gov'}, {'domain_name': 'FDIC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Corporation', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'NetworkOps@fdic.gov'}, {'domain_name': 'FDICCONNECT.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Corporation', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'NetworkOps@fdic.gov'}, {'domain_name': 'FDICOIG.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Corporation', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NetworkOps@fdic.gov'}, {'domain_name': 'FDICSEGURO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Corporation', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'NetworkOps@fdic.gov'}, {'domain_name': 'MYFDIC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Corporation', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'NetworkOps@fdic.gov'}, {'domain_name': 'OFIA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Corporation', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'NetworkOps@fdic.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Deposit Insurance Corporation/[cisagov] Federal Deposit Insurance Coprporation,[cisagov] Federal Deposit Insurance Coprporation,"{'name': 'Federal Deposit Insurance Coprporation', 'records': [{'domain_name': 'FDICIG.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Deposit Insurance Corporation', 'organization': 'Federal Deposit Insurance Coprporation', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'NetworkOps@fdic.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Election Commission,[cisagov] Federal Election Commission,"{'name': 'Federal Election Commission', 'records': [{'domain_name': 'FEC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Election Commission', 'organization': 'Federal Election Commission', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'FECSec@fec.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Energy Regulatory Commission,[cisagov] Federal Energy Regulatory Commission,"{'name': 'Federal Energy Regulatory Commission', 'records': [{'domain_name': 'FERC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Energy Regulatory Commission', 'organization': 'Federal Energy Regulatory Commission', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'soc@ferc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Housing Finance Agency,[cisagov] Federal Housing Finance Agency,"{'name': 'Federal Housing Finance Agency', 'records': [{'domain_name': 'FHFA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Housing Finance Agency', 'organization': 'Federal Housing Finance Agency', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'domainsecurity@fhfa.gov'}, {'domain_name': 'MORTGAGETRANSLATIONS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Housing Finance Agency', 'organization': 'Federal Housing Finance Agency', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'domainsecurity@fhfa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Housing Finance Agency/[cisagov] Federal Housing Finance Agency Office of Inspector General ,[cisagov] Federal Housing Finance Agency Office of Inspector General ,"{'name': 'Federal Housing Finance Agency Office of Inspector General ', 'records': [{'domain_name': 'FHFAOIG.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Housing Finance Agency', 'organization': 'Federal Housing Finance Agency Office of Inspector General ', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'ReportAbuse@fhfaoig.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Maritime Commission,[cisagov] Federal Maritime Commission,"{'name': 'Federal Maritime Commission', 'records': [{'domain_name': 'FMC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Maritime Commission', 'organization': 'Federal Maritime Commission', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'oit-maritime@fmc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Permitting Improvement Steering Council,[cisagov] Federal Permitting Improvement Steering Council,"{'name': 'Federal Permitting Improvement Steering Council', 'records': [{'domain_name': 'PERMITTING.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Permitting Improvement Steering Council', 'organization': 'Federal Permitting Improvement Steering Council', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Permitting Improvement Steering Council/[cisagov] FPISC,[cisagov] FPISC,"{'name': 'FPISC', 'records': [{'domain_name': 'FPISC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Permitting Improvement Steering Council', 'organization': 'FPISC', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors,[cisagov] Federal Reserve Board of Governors,"{'name': 'Federal Reserve Board of Governors', 'records': [{'domain_name': 'FEDPARTNERSHIP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Reserve Board of Governors', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}, {'domain_name': 'FEDRES.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Reserve Board of Governors', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'external.incident.reporting@frb.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Federal Reserve Board,[cisagov] Federal Reserve Board,"{'name': 'Federal Reserve Board', 'records': [{'domain_name': 'BILLETES.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Reserve Board', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}, {'domain_name': 'FRB.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Reserve Board', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}, {'domain_name': 'NEWMONEY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Reserve Board', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}, {'domain_name': 'USCURRENCY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Reserve Board', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'external.incident.reporting@frb.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] The Financial and Banking Information Infrastructure Committee,[cisagov] The Financial and Banking Information Infrastructure Committee,"{'name': 'The Financial and Banking Information Infrastructure Committee', 'records': [{'domain_name': 'FBIIC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'The Financial and Banking Information Infrastructure Committee', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Federal Reserve Bank,[cisagov] Federal Reserve Bank,"{'name': 'Federal Reserve Bank', 'records': [{'domain_name': 'FEDERALRESERVE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Reserve Bank', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Board of Governors of the Federal Reserve,[cisagov] Board of Governors of the Federal Reserve,"{'name': 'Board of Governors of the Federal Reserve', 'records': [{'domain_name': 'FEDERALRESERVECONSUMERHELP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Board of Governors of the Federal Reserve', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Federal Financial Institutions Examination Council ,[cisagov] Federal Financial Institutions Examination Council ,"{'name': 'Federal Financial Institutions Examination Council ', 'records': [{'domain_name': 'FFIEC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Federal Financial Institutions Examination Council ', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce,[cisagov] Department of Commerce,"{'name': 'Department of Commerce', 'records': [{'domain_name': 'FRS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Federal Reserve Board of Governors', 'organization': 'Department of Commerce', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'charles.b.young@frb.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] U.S. Census Bureau,[cisagov] U.S. Census Bureau,"{'name': 'U.S. Census Bureau', 'records': [{'domain_name': '2020CENSUS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'U.S. Census Bureau', 'city': 'Suitland', 'state': 'MD', 'security_contact_email': 'boc.cirt@census.gov'}, {'domain_name': 'CENSUS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'U.S. Census Bureau', 'city': 'Suitland', 'state': 'MD', 'security_contact_email': 'boc.cirt@census.gov'}, {'domain_name': 'SPD15REVISION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'U.S. Census Bureau', 'city': 'Suitland', 'state': 'MD', 'security_contact_email': 'victor.troyan@census.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] TCD / BIS / Dept of Commerce,[cisagov] TCD / BIS / Dept of Commerce,"{'name': 'TCD / BIS / Dept of Commerce', 'records': [{'domain_name': 'AP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'TCD / BIS / Dept of Commerce', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'BIS.CIRT@bis.doc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] National Weather Service,[cisagov] National Weather Service,"{'name': 'National Weather Service', 'records': [{'domain_name': 'AVIATIONWEATHER.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Weather Service', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] Bureau of Economic Analysis,[cisagov] Bureau of Economic Analysis,"{'name': 'Bureau of Economic Analysis', 'records': [{'domain_name': 'BEA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'Bureau of Economic Analysis', 'city': 'Suitland', 'state': 'MD', 'security_contact_email': 'bea-cirt@bea.gov'}]}"
