path,name,budget_account_code,budget_account_name,budget_agency_code,budget_agency_name,budget_budget_level,budget_bureau_code,budget_bureau_name,budget_id,budget_name,budget_normalized_name,cisagov_name,cisagov_normalized_name,federalregister_agency_url,federalregister_child_ids,federalregister_child_slugs,federalregister_description,federalregister_id,federalregister_json_url,federalregister_logo_medium_url,federalregister_logo_small_url,federalregister_logo_thumb_url,federalregister_name,federalregister_normalized_name,federalregister_recent_articles_url,federalregister_short_name,federalregister_slug,federalregister_url,opmgov_employment,opmgov_id,opmgov_name,opmgov_normalized_name,opmgov_type,samgov_agencycode,samgov_cgaclist_0_cgac,samgov_cgaclist_1_cgac,samgov_cgaclist_2_cgac,samgov_cgaclist_3_cgac,samgov_cgaclist_4_cgac,samgov_createdby,samgov_createddate,samgov_fhagencyorgname,samgov_fhdeptindagencyorgid,samgov_fhorgid,samgov_fhorgname,samgov_fhorgnamehistory_0_effectivedate,samgov_fhorgnamehistory_0_fhorgname,samgov_fhorgparenthistory_0_actiontype,samgov_fhorgparenthistory_0_codehierarchy,samgov_fhorgparenthistory_0_effectivedate,samgov_fhorgparenthistory_0_fhfullparentpathid,samgov_fhorgparenthistory_0_fhfullparentpathname,samgov_fhorgtype,samgov_lastupdateddate,samgov_links_0_href,samgov_links_0_rel,samgov_links_1_href,samgov_links_1_rel,samgov_name,samgov_normalized_name,samgov_oldfpdsofficecode,samgov_status,samgov_updatedby,usagov_contact_0_link,usagov_contact_0_title,usagov_contact_1_link,usagov_contact_1_title,usagov_contact_2_link,usagov_contact_2_title,usagov_contact_3_link,usagov_contact_3_title,usagov_contact_4_link,usagov_contact_4_title,usagov_contact_5_link,usagov_contact_5_title,usagov_contact_6_link,usagov_contact_6_title,usagov_contact_7_link,usagov_contact_7_title,usagov_contact_8_link,usagov_contact_8_title,usagov_description,usagov_email_0_link,usagov_email_0_title,usagov_email_1_link,usagov_email_1_title,usagov_main_address_0,usagov_main_address_1,usagov_main_address_2,usagov_main_address_3,usagov_main_address_4,usagov_main_address_5,usagov_name,usagov_normalized_name,usagov_phone_number_0,usagov_phone_number_1,usagov_phone_number_2,usagov_toll-free_number_0,usagov_toll-free_number_1,usagov_toll-free_number_2,usagov_tty_0,usagov_tty_1,usagov_tty_2,usagov_website_0_link,usagov_website_0_title,usagov_website_1_link,usagov_website_1_title,usagov_website_2_link,usagov_website_2_title,usagov_website_3_link,usagov_website_3_title,usaspending_abbreviation,usaspending_active_fq,usaspending_active_fy,usaspending_agency_id,usaspending_agency_name,usaspending_agency_slug,usaspending_budget_authority_amount,usaspending_code,usaspending_congressional_justification_url,usaspending_current_total_budget_authority_amount,usaspending_id,usaspending_name,usaspending_new_award_count,usaspending_normalized_name,usaspending_obligated_amount,usaspending_outlay_amount,usaspending_percentage_of_total_budget_authority,usaspending_toptier_code,usaspending_total_obligations,usaspending_transaction_count,usgovmanual_addresses_0_email,usgovmanual_addresses_0_fax,usgovmanual_addresses_0_phone,usgovmanual_addresses_0_phone2,usgovmanual_addresses_0_url,usgovmanual_addresses_1_email,usgovmanual_addresses_1_fax,usgovmanual_addresses_1_phone,usgovmanual_addresses_1_url,usgovmanual_addresses_2_email,usgovmanual_addresses_2_phone,usgovmanual_addresses_2_url,usgovmanual_addresses_3_url,usgovmanual_addresses_4_url,usgovmanual_addresses_5_url,usgovmanual_category,usgovmanual_id,usgovmanual_introduction,usgovmanual_mission_statement_records_0_text,usgovmanual_mission_statement_records_1_note,usgovmanual_mission_statement_records_1_text,usgovmanual_name,usgovmanual_normalized_name,usgovmanual_organization_chart
"/US FEDERAL GOVERNMENT/[federalregister] Crime and Security in U.S. Seaports, Interagency Commission (95)","[federalregister] Crime and Security in U.S. Seaports, Interagency Commission (95)",,,,,,,,,,,,,,[],[],"The Interagency Commission on Crime and Security in U.S. Seaports was established by Executive Memorandum of April 27, 1999 by President Clinton.
The Commission was formed to examine and report on the importance of seaports to the nation’s commerce and the presence at seaports of crime and conspiracies associated with those crimes that “pose threats to the people and criminal infrastructures of seaport cities. The President called for a comprehensive review of the nature and extent of seaport crime and the overall state of security in seaports, as well as the ways in which governments at all levels are responding to the problem.

__________
Source:
http://www.securitymanagement.com/archive/library/seaport1200.pdf.
",95,https://www.federalregister.gov/api/v1/agencies/95,,,,"Crime and Security in U.S. Seaports, Interagency Commission","Crime and Security in U.S. Seaports, Interagency Commission",https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=95&order=newest,,crime-and-security-in-u-s-seaports-interagency-commission,https://www.federalregister.gov/agencies/crime-and-security-in-u-s-seaports-interagency-commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Defense Base Closure and Realignment Commission (99),[federalregister] Defense Base Closure and Realignment Commission (99),,,,,,,,,,,,,http://www.brac.gov/,[],[],"The Defense Base Closure and Realignment Commission was a presidential advisory commission under the Office of the Secretary, Department of Defense.  The Commission was established March 26, 1991 under the authority of the National Defense Authorization Act for Fiscal Year 1991 (Pub. L. 101-510).

The Commission was created to readdress charges brought against the process of a prior Defense Secretary’s Commission on Base Realignment and Closure established in 1988. The 1991 Commission reviewed recommendations made by the Secretary of Defense regarding base closures and realignments in 1991, 1993 and 1995.

The Commission was terminated December 31, 1995.
",99,https://www.federalregister.gov/api/v1/agencies/99,,,,Defense Base Closure and Realignment Commission,Defense Base Closure and Realignment Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=99&order=newest,BRAC,defense-base-closure-and-realignment-commission,https://www.federalregister.gov/agencies/defense-base-closure-and-realignment-commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Defense Department (103),[federalregister] Defense Department (103),,,,,,,,,,,,,http://www.defense.gov/,,,"The Department of Defense is responsible for providing the military forces needed to deter war and protect the security of our country. The major elements of these forces are the Army, Navy, Marine Corps, and Air Force, consisting of about 1.3 million men and women on active duty. They are backed, in case of emergency, by the 825,000 members of the Reserve and National Guard. In addition, there are about 600,000 civilian employees in the Defense Department. Under the President, who is also Commander in Chief, the Secretary of Defense exercises authority, direction, and control over the Department, which includes the separately organized military departments of Army, Navy, and Air Force, the Joint Chiefs of Staff providing military advice, the combatant commands, and defense agencies and field activities established for specific purposes. The National Security Act Amendments of 1949 redesignated the National Military Establishment as the Department of Defense and established it as an executive department (10 U.S.C. 111), headed by the Secretary of Defense.",103,https://www.federalregister.gov/api/v1/agencies/103,https://agency-logos.federalregister.gov/103/medium.jpg?1321486605,https://agency-logos.federalregister.gov/103/small.jpg?1321486605,https://agency-logos.federalregister.gov/103/thumb.jpg?1321486605,Defense Department,Defense Department,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=103&order=newest,DOD,defense-department,https://www.federalregister.gov/agencies/defense-department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Defense Nuclear Facilities Safety Board (109),[federalregister] Defense Nuclear Facilities Safety Board (109),,,,,,,,,,,,,http://www.dnfsb.gov/,[],[],"The Defense Nuclear Facilities Safety Board reviews and evaluates the content and implementation of standards relating to the design, construction, operation, and decommissioning of defense nuclear facilities of the Department of Energy (DOE). The Defense Nuclear Facilities Safety Board was established as an independent agency on September 29, 1988, by the Atomic Energy Act of 1954, as amended (42 U.S.C. 2286-2286i).

The Board is composed of five members appointed by the President with the advice and consent of the Senate. Members of the Board are appointed from among United States citizens who are respected experts in the field of nuclear safety.",109,https://www.federalregister.gov/api/v1/agencies/109,https://agency-logos.federalregister.gov/109/medium.jpg?1321487533,https://agency-logos.federalregister.gov/109/small.jpg?1321487533,https://agency-logos.federalregister.gov/109/thumb.jpg?1321487533,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=109&order=newest,DNFSB,defense-nuclear-facilities-safety-board,https://www.federalregister.gov/agencies/defense-nuclear-facilities-safety-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Delaware River Basin Commission (112),[federalregister] Delaware River Basin Commission (112),,,,,,,,,,,,,,[],[],"The Delaware River Basin Commission was created under the terms of the Delaware River Basin Compact, Part I of Public Law 87-328 (September 27, 1961 75 Stat. 688) as a body politic and corporate, with succession for the duration of this compact, as an agency and instrumentality of the governments of the respective signatory parties (Delaware, New Jersey, Pennsylvania and New York). The Commission membership consisted of the Governors of the signatory states, ex officio, and one commissioner to be appointed by the President. The Commission’s ex officio membership consists of the Governors of the signatory states and the Division Engineer, North Atlantic Division, U.S. Army Corps of Engineers.

The Commission was ordered to develop and effectuate plans, policies and projects relating to the water resources of the basin. As such it was given the authority to adopt and promote uniform and coordinated policies for water conservation, control, use and management in the basin. Other responsibilities included the encouragement, planning, development and financing of water resources projects according to such plans and policies. [http://www.state.nj.us/drbc/regs/compa.pdf]",112,https://www.federalregister.gov/api/v1/agencies/112,,,,Delaware River Basin Commission,Delaware River Basin Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=112&order=newest,DRBC,delaware-river-basin-commission,https://www.federalregister.gov/agencies/delaware-river-basin-commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Denali Commission (113),[federalregister] Denali Commission (113),,,,,,,,,,,,,,[],[],"The Denali Commission is an independent federal agency with its office in Anchorage, Alaska. Congress created it in 1998 through the Denali Commission Act (P.L. 105-277, 42 U.S.C. 3121.

The Commission was designed to provide critical utilities, infrastructure, and economic support throughout Alaska. With the creation of the Denali Commission, Congress acknowledged the need for increased inter-agency cooperation and focus on Alaska’s remote communities. Since its first meeting in April 1999, the Commission is credited with providing numerous cost-shared infrastructure projects across the State that exemplify effective and efficient partnership between federal and state agencies, and the private sector.
",113,https://www.federalregister.gov/api/v1/agencies/113,,,,Denali Commission,Denali Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=113&order=newest,DC,denali-commission,https://www.federalregister.gov/agencies/denali-commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Education Department (126),[federalregister] Education Department (126),,,,,,,,,,,,,http://www.ed.gov/,,,"The Department of Education was established by the Department of Education Organization Act (Pub. L. 96-88) of October 17, 1979.

The U.S. Department of Education is the agency of the federal government that establishes policy for, administers and coordinates most federal assistance to education. It assists the president in executing his education policies for the nation and in implementing laws enacted by Congress. The Department's mission is to serve America's students—to promote student achievement and preparation for global competitiveness by fostering educational excellence and ensuring equal access.
",126,https://www.federalregister.gov/api/v1/agencies/126,https://agency-logos.federalregister.gov/126/medium.png?1279149145,https://agency-logos.federalregister.gov/126/small.png?1279149145,https://agency-logos.federalregister.gov/126/thumb.png?1279149145,Education Department,Education Department,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=126&order=newest,ED,education-department,https://www.federalregister.gov/agencies/education-department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Election Assistance Commission (127),[federalregister] Election Assistance Commission (127),,,,,,,,,,,,,http://www.eac.gov/,[],[],"The U.S. Election Assistance Commission (EAC) was established by the Help America Vote Act of 2002 (HAVA). EAC is an independent, bipartisan commission charged with developing guidance to meet HAVA requirements, adopting voluntary voting system guidelines, and serving as a national clearinghouse of information about election administration. EAC also accredits testing laboratories and certifies voting systems, as well as audits the use of HAVA funds.

Other responsibilities include maintaining the national mail voter registration form developed in accordance with the National Voter Registration Act of 1993.",127,https://www.federalregister.gov/api/v1/agencies/127,https://agency-logos.federalregister.gov/127/medium.png?1620684477,https://agency-logos.federalregister.gov/127/small.png?1620684477,https://agency-logos.federalregister.gov/127/thumb.png?1620684477,Election Assistance Commission,Election Assistance Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=127&order=newest,EAC,election-assistance-commission,https://www.federalregister.gov/agencies/election-assistance-commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Electronic Commerce Advisory Commission (128),[federalregister] Electronic Commerce Advisory Commission (128),,,,,,,,,,,,,,[],[],"The Advisory Commission on Electronic Commerce was a public advisory commission under the Internal Revenue Service. The Commission was established in 1999 by the internet Tax Freedom Act (Pub. L. 105-277) 

The general duties of the Commission were to conduct a thorough study of Federal, State and local, and international taxation and tariff treatment of transactions using the Internet and Internet access and other comparable intrastate, interstate or international sales activities.

The Commission was adjourned on March 30, 2000 with the submission of its final report.

[Source: http://govinfo.library.unt.edu/ecommerce/index.htm]",128,https://www.federalregister.gov/api/v1/agencies/128,,,,Electronic Commerce Advisory Commission,Electronic Commerce Advisory Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=128&order=newest,eCOMMERCE,electronic-commerce-advisory-commission,https://www.federalregister.gov/agencies/electronic-commerce-advisory-commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Emergency Oil and Gas Guaranteed Loan Board (129),[federalregister] Emergency Oil and Gas Guaranteed Loan Board (129),,,,,,,,,,,,,,[],[],"The Emergency Oil and Gas Guaranteed Loan Board was established under Chapter II of the Emergency Steel Loan Guarantee and Emergency Oil and Gas Guaranteed Loan Act of 1999 (Aug. 17, 1999, 113 Stat. 252), to oversee the activities indicated in the Emergency Oil and Gas Guaranteed Loan Program established under the same act. The Program was created to provide loan guarantees to qualified oil and gas companies, as described in the act's provisions, by private banking and investment institutions.

The Board is composed of the Secretary of Commerce, the Chairman of the Board of Governors of the Federal Reserve System, and the Chairman of the Securities and Exchange Commission.",129,https://www.federalregister.gov/api/v1/agencies/129,,,,Emergency Oil and Gas Guaranteed Loan Board,Emergency Oil and Gas Guaranteed Loan Board,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=129&order=newest,,emergency-oil-and-gas-guaranteed-loan-board,https://www.federalregister.gov/agencies/emergency-oil-and-gas-guaranteed-loan-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Emergency Steel Guarantee Loan Board (130),[federalregister] Emergency Steel Guarantee Loan Board (130),,,,,,,,,,,,,,[],[],"The Emergency Steel Loan Guarantee Board was established under Chapter I of the Emergency Steel Loan Guarantee and Emergency Oil and Gas Guaranteed Loan Act of 1999 (Aug. 17, 1999, 113 Stat. 252), to oversee the activities indicated in the Emergency Steel Loan Guarantee Program established under the same act. The Program is designated to provide guaranteed loans to qualified steel and iron ore companies by private banking and investment institutions. The Board is composed of the Chairman of the Federal Reserve Board, the Chairman on the Securities and Exchange Commission, and the Secretary of the Commerce Department.",130,https://www.federalregister.gov/api/v1/agencies/130,,,,Emergency Steel Guarantee Loan Board,Emergency Steel Guarantee Loan Board,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=130&order=newest,,emergency-steel-guarantee-loan-board,https://www.federalregister.gov/agencies/emergency-steel-guarantee-loan-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/US FEDERAL GOVERNMENT/[federalregister] Energy Department (136),[federalregister] Energy Department (136),,,,,,,,,,,,,http://www.doe.gov/,,,"The Department of Energy's mission is to foster a secure and reliable energy system that is environmentally and economically sustainable; to be a responsible steward of the Nation's nuclear weapons; to clean up the Department's facilities; to lead in the physical sciences and advance the biological, environmental, and computational sciences; and to provide premier scientific instruments for the Nation's research enterprise.
The Department of Energy (DOE) was established by the Department of Energy Organization Act (42 U.S.C. 7131), effective October 1, 1977, pursuant to Executive Order 12009 of September 13, 1977. The act consolidated the major Federal energy functions into one Cabinet-level Department.",136,https://www.federalregister.gov/api/v1/agencies/136,https://agency-logos.federalregister.gov/136/medium.jpg?1321650119,https://agency-logos.federalregister.gov/136/small.jpg?1321650119,https://agency-logos.federalregister.gov/136/thumb.jpg?1321650119,Energy Department,Energy Department,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=136&order=newest,DOE,energy-department,https://www.federalregister.gov/agencies/energy-department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
