path,name,usagov_contact_0_link,usagov_contact_0_title,usagov_contact_1_link,usagov_contact_1_title,usagov_contact_2_link,usagov_contact_2_title,usagov_contact_3_link,usagov_contact_3_title,usagov_contact_4_link,usagov_contact_4_title,usagov_contact_5_link,usagov_contact_5_title,usagov_contact_6_link,usagov_contact_6_title,usagov_contact_7_link,usagov_contact_7_title,usagov_contact_8_link,usagov_contact_8_title,usagov_description,usagov_email_0_link,usagov_email_0_title,usagov_email_1_link,usagov_email_1_title,usagov_find_an_office_near_you_0_link,usagov_find_an_office_near_you_0_title,usagov_find_an_office_near_you_1_link,usagov_find_an_office_near_you_1_title,usagov_find_an_office_near_you_2_link,usagov_find_an_office_near_you_2_title,usagov_find_an_office_near_you_3_link,usagov_find_an_office_near_you_3_title,usagov_find_an_office_near_you_4_link,usagov_find_an_office_near_you_4_title,usagov_find_an_office_near_you_5_link,usagov_find_an_office_near_you_5_title,usagov_find_an_office_near_you_6_link,usagov_find_an_office_near_you_6_title,usagov_find_an_office_near_you_7_link,usagov_find_an_office_near_you_7_title,usagov_find_an_office_near_you_8_link,usagov_find_an_office_near_you_8_title,usagov_find_an_office_near_you_9_link,usagov_find_an_office_near_you_9_title,usagov_find_an_office_near_you_10_link,usagov_find_an_office_near_you_10_title,usagov_find_an_office_near_you_11_link,usagov_find_an_office_near_you_11_title,usagov_find_an_office_near_you_12_link,usagov_find_an_office_near_you_12_title,usagov_find_an_office_near_you_13_link,usagov_find_an_office_near_you_13_title,usagov_find_an_office_near_you_14_link,usagov_find_an_office_near_you_14_title,usagov_find_an_office_near_you_15_link,usagov_find_an_office_near_you_15_title,usagov_find_an_office_near_you_16_link,usagov_find_an_office_near_you_16_title,usagov_find_an_office_near_you_17_link,usagov_find_an_office_near_you_17_title,usagov_main_address_0,usagov_main_address_1,usagov_main_address_2,usagov_main_address_3,usagov_main_address_4,usagov_main_address_5,usagov_name,usagov_phone_number_0,usagov_phone_number_1,usagov_phone_number_2,usagov_toll-free_number_0,usagov_toll-free_number_1,usagov_toll-free_number_2,usagov_tty_0,usagov_tty_1,usagov_tty_2,usagov_website_0_link,usagov_website_0_title,usagov_website_1_link,usagov_website_1_title,usagov_website_2_link,usagov_website_2_title,usagov_website_3_link,usagov_website_3_title
/US FEDERAL GOVERNMENT/[usagov] Foreign Claims Settlement Commission,[usagov] Foreign Claims Settlement Commission,https://www.justice.gov/fcsc/contact-commission,Contact the Foreign Claims Settlement Commission,https://www.justice.gov/contact-us,Contact the Department of Justice,https://www.justice.gov/component-contact-information,Directory of Department Officials,,,,,,,,,,,,,"The Foreign Claims Settlement Commission is a quasi-judicial body that hears claims cases brought by U.S. nationals against foreign governments. The jurisdiction of the body is specific, and its decisions are final.",mailto:info.FCSC@usdoj.gov,,mailto:info.FCSC@usdoj.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600 E St., NW",Suite 6002,"Washington,",DC,20579,,Foreign Claims Settlement Commission,1-202-616-6975,,,,,,,,,https://www.justice.gov/fcsc,Foreign Claims Settlement Commission,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Foreign Agricultural Service,[usagov] Foreign Agricultural Service,https://www.fas.usda.gov/contact,Contact the Foreign Agricultural Service,https://www.fas.usda.gov/international-offices,Directory of International Offices,,,,,,,,,,,,,,,"The Foreign Agricultural Service helps bring U.S. agricultural products to international markets by providing resource and market intelligence assistance to exporters. The Foreign Agricultural Service also assists in the administration of foreign food aid, including helping to boost the agricultural capabilities of aid recipients.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400 Independence Ave., SW",Mail Stop 1001,"Washington,",DC,20250,,Foreign Agricultural Service,,,,,,,,,,https://www.fas.usda.gov/,Foreign Agricultural Service,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Food Safety and Inspection Service,[usagov] Food Safety and Inspection Service,https://www.fsis.usda.gov/contact-us,,https://www.fsis.usda.gov/contact-us,Contact the Food Safety and Inspection Service,,,,,,,,,,,,,,,"The Food Safety and Inspection Service protects the public's health by ensuring the safety of meat, poultry and egg products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food Safety and Inspection Service,"1400 Independence Ave., SW","Washington,",DC,20250-3700,,Food Safety and Inspection Service,,,,,,,,,,https://www.fsis.usda.gov/,Food Safety and Inspection Service,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Food and Nutrition Service,[usagov] Food and Nutrition Service,https://www.fns.usda.gov/contact-us,Contact the Food and Nutrition Service,https://www.fns.usda.gov/snap/supplemental-nutrition-assistance-program,Food Stamps,https://www.fns.usda.gov/program/assistance-children-kindergarten-12th-grade,Child Nutrition Programs,,,,,,,,,,,,,"The Food and Nutrition Service provides children and low-income people access to food, a healthful diet, and nutrition education.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braddock Metro Center II,1320 Braddock Place,"Alexandria,",VA,22314,,Food and Nutrition Service,1-703-305-2062,,,,,,,,,https://www.fns.usda.gov/,Food and Nutrition Service,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Food and Drug Administration,[usagov] Food and Drug Administration,https://www.fda.gov/about-fda/contact-fda,Contact the Food and Drug Administration,https://www.fda.gov/food/resources-you-food/industry-and-consumer-assistance-cfsan#report,Report a Problem with a Product,,,,,,,,,,,,,,,"The Food and Drug Administration (FDA) is responsible for protecting the public health by assuring the safety, efficacy, and security of human and veterinary drugs, biological products, medical devices, our nation's food supply, cosmetics, and products that emit radiation. The FDA also provides accurate, science-based health information to the public.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903 New Hampshire Ave.,"Silver Spring,",MD,20993,,,Food and Drug Administration,,,,1-888-INFO-FDA (1-888-463-6332),,,,,,https://www.fda.gov/,Food and Drug Administration (FDA),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Fish and Wildlife Service,[usagov] Fish and Wildlife Service,https://www.fws.gov/contact-us,Contact the Fish and Wildlife Service,http://www.fws.gov/offices/,Fish and Wildlife Service Office Directory,,,,,,,,,,,,,,,"The Fish and Wildlife Service works to conserve, protect and enhance fish, wildlife and plants and their habitats.",,,,,https://www.fws.gov/our-facilities,Regional Contacts and State Field Offices,https://www.fws.gov/refuges/find-a-wildlife-refuge/,National Wildlife Refuge Locator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1849 C St., NW","Washington,",DC,20240,,,Fish and Wildlife Service,1-202-208-5634,,,1-800-344-9453,,,,,,https://www.fws.gov/,Fish and Wildlife Service (FWS),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Voting Assistance Program,[usagov] Federal Voting Assistance Program,https://www.fvap.gov/info/contact,,https://www.fvap.gov/info/contact,Contact the Federal Voting Assistance Program,,,,,,,,,,,,,,,The Federal Voting Assistance Program helps uniformed services and overseas voters exercise their right to vote.,mailto:vote@fvap.gov,,mailto:vote@fvap.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800 Mark Center Dr.,Mailbox 10,"Arlington,",VA,22350-5000,,Federal Voting Assistance Program,1-800-438-VOTE (1-800-438-8683),,,,,,,,,https://www.fvap.gov/,Federal Voting Assistance Program,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Transit Administration,[usagov] Federal Transit Administration,https://www.transit.dot.gov/about/contact/contact-us,,https://www.transit.dot.gov/about/contact/contact-us,Contact the Federal Transit Administration,,,,,,,,,,,,,,,"The Federal Transit Administration seeks to improve public transportation by assisting state and local governments with planning, implementation, and financing public transportation projects.",,,,,https://www.transit.dot.gov/about/regional-offices/regional-offices,,https://www.transit.dot.gov/about/regional-offices/regional-offices,Contact Your Local Federal Transit Administration Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200 New Jersey Ave., SE","Washington,",DC,20590,,,Federal Transit Administration,1-202-366-4043,,,1-866-377-8642,,,1-800-877-8339,,,https://www.transit.dot.gov/,Federal Transit Administration (FTA),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Trade Commission,[usagov] Federal Trade Commission,https://www.ftc.gov/about-ftc/contact,,https://www.ftc.gov/about-ftc/contact,Contact the Federal Trade Commission,,,,,,,,,,,,,,,"The Federal Trade Commission works to prevent fraudulent, deceptive, and unfair business practices. They also provide information to help consumers spot, stop, and avoid scams and fraud.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600 Pennsylvania Ave., NW","Washington,",DC,20580,,,Federal Trade Commission,1-202-326-2222,,,1-877-FTC-HELP (1-877-382-4357),,,1-866-653-4261,,,https://www.ftc.gov/,Federal Trade Commission (FTC),https://www.consumer.ftc.gov/Admongo/lesson-plans.html,Advertising Literacy for Kids,https://consumer.ftc.gov/features/onguardonline,Online Security Tips,https://consumer.ftc.gov/,Consumer Information
/US FEDERAL GOVERNMENT/[usagov] Federal Student Aid Information Center,[usagov] Federal Student Aid Information Center,https://studentaid.gov/help-center/contact,,https://studentaid.gov/help-center/contact,Contact the Federal Student Aid Information Center,,,,,,,,,,,,,,,"Federal Student Aid provides more than $125 billion in federal grants, work-study, and loans for students attending career schools, community colleges, and colleges or universities.",mailto:customerservice@studentaid.gov,,mailto:customerservice@studentaid.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO Box 1854,"Monticello,",KY,42633,,,Federal Student Aid Information Center,,,,1-800-433-3243,1-800-621-3115 (Defaulted Loans),1-800-557-7392 (Loan Consolidation),1-800-730-8913,1-877-825-9923 (Defaulted Loans),1-800-557-7395 (Loan Consolidation),https://studentaid.gov/,Federal Student Aid,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Retirement Thrift Investment Board,[usagov] Federal Retirement Thrift Investment Board,https://www.frtib.gov/contacts/,,https://www.frtib.gov/contacts/,Contact the Federal Retirement Thrift Investment Board,,,,,,,,,,,,,,,"The Federal Retirement Thrift Investment Board administers the Thrift Savings Plan, a tax-deferred retirement account similar to a 401(k).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thrift Savings Plan,PO Box 385021,"Birmingham,",AL,35238,,Federal Retirement Thrift Investment Board,1-404-233-4400,,,1-877-968-3778,,,1-877-847-4385,,,https://www.frtib.gov/,Federal Retirement Thrift Investment Board,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Reserve System,[usagov] Federal Reserve System,https://www.federalreserve.gov/apps/ContactUs/feedback.aspx?refUrl=/aboutthefed/contact-us-topics/other.htm,Contact the Federal Reserve System,https://forms.federalreserveconsumerhelp.gov/secure/complaint/complaintType,File a Complaint About a Bank,https://www.federalreserve.gov/apps/foia/proposedregs.aspx,Comment on Federal Reserve Proposals,,,,,,,,,,,,,The Federal Reserve is the central bank of the United States. It formulates and administers credit and monetary policy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20th St. and Constitution Ave., NW","Washington,",DC,20551,,,Federal Reserve System,1-202-452-3000,,,1-888-851-1920,,,1-877-766-8533,,,https://www.federalreserve.gov/,Federal Reserve System,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Railroad Administration,[usagov] Federal Railroad Administration,https://railroads.dot.gov/about-fra/contact-us,Contact the Federal Railroad Administration,https://railroads.dot.gov/divisions/regional-offices/safety-management-teams,Federal Railroad Administration Regional Offices,,,,,,,,,,,,,,,"The Federal Railroad Administration creates and enforces rail safety regulations, administers rail funding, and researches rail improvement strategies and technologies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200 New Jersey Ave., SE","Washington,",DC,20590,,,Federal Railroad Administration,1-202-366-4000,,,,,,,,,https://railroads.dot.gov/,Federal Railroad Administration (FRA),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Protective Service,[usagov] Federal Protective Service,https://www.dhs.gov/contact-us,,https://www.dhs.gov/contact-us,Contact the Federal Protective Service,,,,,,,,,,,,,,,The Federal Protective Service is a federal law enforcement agency that provides security and law enforcement services to federally owned and leased buildings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK,,,,,,Federal Protective Service,1-202-282-8000,,,,,,1-202-282-8000,,,https://www.dhs.gov/topic/federal-protective-service,Federal Protective Service,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Motor Carrier Safety Administration,[usagov] Federal Motor Carrier Safety Administration,https://www.fmcsa.dot.gov/contact-us,Contact the Federal Motor Carrier Safety Administration,https://nccdb.fmcsa.dot.gov/nccdb/home.aspx,Federal Motor Carrier Safety Administration Consumer Complaint Database,,,,,,,,,,,,,,,The Federal Motor Carrier Safety Administration works to prevent deaths and injuries related to commercial motor vehicles. You can file a complaint with the Federal Motor Carrier Safety Administration if you have trouble with a mover.,,,,,https://www.fmcsa.dot.gov/mission/field-offices,,https://www.fmcsa.dot.gov/mission/field-offices,Field Offices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200 New Jersey Ave., SE",Suite W60-300,"Washington,",DC,20590,,Federal Motor Carrier Safety Administration,,,,1-800-832-5660 (FMCSA Information Line),1-888-368-7238 (Consumer Complaints),,1-800-877-8339 (Federal Relay Service),1-207-255-3398 (Consumer Complaints),,https://www.fmcsa.dot.gov/,Federal Motor Carrier Safety Administration,https://www.fmcsa.dot.gov/protect-your-move,Protect Your Move,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Mine Safety and Health Review Commission,[usagov] Federal Mine Safety and Health Review Commission,http://www.fmshrc.gov/contact,,http://www.fmshrc.gov/contact,Contact the Federal Mine Safety and Health Review Commission,,,,,,,,,,,,,,,The Federal Mine Safety and Health Review Commission is an independent agency that administers trials and hears appeals of disputes relating directly to the Mine Safety and Health Act of 1977.,mailto:fmshrc@fmshrc.gov,,mailto:fmshrc@fmshrc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1331 Pennsylvania Ave., NW",Suite 520 N,"Washington,",DC,20004-1710,,Federal Mine Safety and Health Review Commission,1-202-434-9900,,,,,,,,,https://www.fmshrc.gov/,Federal Mine Safety and Health Review Commission,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Maritime Commission,[usagov] Federal Maritime Commission,https://www.fmc.gov/contact,Contact the Federal Maritime Commission,https://www.fmc.gov/about-the-fmc/bureaus-offices/,Bureaus and Offices,,,,,,,,,,,,,,,"The Federal Maritime Commission is responsible for regulating the U.S. international ocean transportation system for the benefit of U.S. exporters, importers, and the U.S. consumer.",mailto:Complaints@fmc.gov,,mailto:Complaints@fmc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"800 North Capitol St., NW","Washington,",DC,20573,,,Federal Maritime Commission,1-202-523-5725,,,,,,,,,https://www.fmc.gov/,Federal Maritime Commission,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Library and Information Center Committee,[usagov] Federal Library and Information Center Committee,https://www.loc.gov/flicc/Staff/staff2.html,,https://www.loc.gov/flicc/Staff/staff2.html,Contact the Federal Library and Information Center Committee,,,,,,,,,,,,,,,The Federal Library and Information Center Committee coordinates and shares available resources to provide continuing education and training to federal library and information center employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101 Independence Ave., SE","Washington,",DC,20540-4935,,,Federal Library and Information Center Committee,1-202-707-4800,,,,,,,,,https://www.loc.gov/flicc/,Federal Library and Information Center Committee,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Law Enforcement Training Center,[usagov] Federal Law Enforcement Training Center,https://www.fletc.gov/webform/contact-us,,https://www.fletc.gov/webform/contact-us,Contact the Federal Law Enforcement Training Center,,,,,,,,,,,,,,,"The Federal Law Enforcement Training Center provides law enforcement training for 91 federal agencies, several state, local, and tribal agencies, and oversees or assists with training at several International Law Enforcement Academies.",,,,,https://www.fletc.gov/landing-page/locations,,https://www.fletc.gov/landing-page/locations,Training Center Locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131 Chapel Crossing Rd.,"Glynco,",GA,31524,,,Federal Law Enforcement Training Center,1-912-267-2100,,,,,,,,,https://www.fletc.gov/,Federal Law Enforcement Training Center,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Laboratory Consortium for Technology Transfer,[usagov] Federal Laboratory Consortium for Technology Transfer,https://federallabs.org/webforms/contact,,https://federallabs.org/webforms/contact,Contact the Federal Laboratory Consortium for Technology Transfer,,,,,,,,,,,,,,,"The Federal Laboratory Consortium for Technology Transfer facilitates knowledge and technology sharing across federal laboratories, and speeds the adoption of new knowledge and technologies in the wider economy by facilitating the sharing federal research with non-governmental public and private entities.",mailto:support@federallabs.org,,mailto:support@federallabs.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLC Management Support Office,"950 N Kings Highway, Suite 105","Cherry Hill,",NJ,08034,,Federal Laboratory Consortium for Technology Transfer,1-856-667-7727,,,,,,,,,https://federallabs.org/,Federal Laboratory Consortium for Technology Transfer,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Labor Relations Authority,[usagov] Federal Labor Relations Authority,http://www.flra.gov/contact,,http://www.flra.gov/contact,Contact the Federal Labor Relations Authority,,,,,,,,,,,,,,,The Federal Labor Relations Authority is a quasi-judicial body that manages relations between federal agencies and employees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400 K St., NW","Washington,",DC,20424,,,Federal Labor Relations Authority,,,,,,,,,,http://www.flra.gov,Federal Labor Relations Authority,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Judicial Center,[usagov] Federal Judicial Center,,,,,,,,,,,,,,,,,,,The Federal Judicial Center conducts policy research and provides continuing education resources for the judicial branch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thurgood Marshall Federal Judiciary Building,"One Columbus Circle, NE","Washington,",DC,20002-8003,,Federal Judicial Center,1-202-502-4000,,,,,,,,,https://www.fjc.gov/,Federal Judicial Center,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Interagency Council on Statistical Policy,[usagov] Federal Interagency Council on Statistical Policy,https://nces.ed.gov/FCSM/contact_us.asp,,https://nces.ed.gov/FCSM/contact_us.asp,Contact the Federal Interagency Council on Statistical Policy (FedStats),,,,,,,,,,,,,,,FedStats is a community of practice for over 100 agencies that produce and distribute official federal statistics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AK,,,,,,Federal Interagency Council on Statistical Policy,,,,,,,,,,https://nces.ed.gov/FCSM/index.asp,Federal Interagency Council on Statistical Policy (FedStats),,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Housing Finance Agency,[usagov] Federal Housing Finance Agency,https://www.fhfa.gov/AboutUs/Contact,,https://www.fhfa.gov/AboutUs/Contact,Contact the Federal Housing Finance Agency,,,,,,,,,,,,,,,"The Federal Housing Finance Agency provides supervision, regulation, and housing mission oversight of Fannie Mae, Freddie Mac, and the Federal Home Loan Banks.",mailto:FHFAinfo@FHFA.gov,,mailto:FHFAinfo@FHFA.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400 7th St., SW","Washington,",DC,20024,,,Federal Housing Finance Agency,1-202-649-3800,,,,,,,,,https://www.fhfa.gov/,Federal Housing Finance Agency,,,,,,
/US FEDERAL GOVERNMENT/[usagov] Federal Housing Administration,[usagov] Federal Housing Administration,https://www.hud.gov/program_offices/housing/sfh/fharesourcectr,,https://www.hud.gov/program_offices/housing/sfh/fharesourcectr,Contact the Federal Housing Administration,,,,,,,,,,,,,,,"The Federal Housing Administration (FHA) provides mortgage insurance on single-family, multifamily, manufactured home, and hospital loans made by FHA-approved lenders throughout the United States and its territories.",mailto:info@fhaoutreach.com,,mailto:info@fhaoutreach.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"451 7th St., SW","Washington,",DC,20410,,,Federal Housing Administration,,,,1-800-CALL-FHA (1-800-225-5342),,,1-877-TDD-2HUD (1-877-833-2483),,,https://www.hud.gov/federal_housing_administration,Federal Housing Administration (FHA),,,,,,
